Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Record_No,Status,Expiration_Date,DBA,Owner / Community_Name,Location_Address,Mailing_Address,County,Community_Phone,Total_#_Sites,Issued_Date,Operator_Name,Operator_Phone,Operator_email,latitude,longitude,House district,Senate district
336,336,336,1202051,Expired,2024-10-01,HARDY PARK,,"3531 ANTOR ROAD, NEWAYGO MI 49337","610 4 MILE NW, COMSTOCK PARK, MI 49321",NEWAYGO,6165518218,56,09/29/2023,LUKE VANVENBERG,616-279-6812,VANDENBERG.LUKE@GMAIL.COM,43.4905984,-85.6107501,,
337,337,337,1202053,Expired,2024-10-01,,,"2198 E MOUNT MORRIS ROAD, MOUNT MORRIS MI 48458","6715 NE 63RD STREET, STE 103, BOX 437, VANCOUVER, WA 98661",GENESEE,9712077747,391,09/29/2023,,9712077747,bkivest@gmail.com,43.1160046,-83.6679317,,
338,338,338,1202055,Expired,2024-10-01,,,"135 N JANE STREET, CENTREVILLE MI 49032","PO BOX 620130, OVIEDO, FL 32762",ST JOSEPH,2692949105,83,10/05/2023,ZACHARY PARKER,7657305095,zac@keelteam.com,41.9235404,-85.5295239,,
339,339,339,1202057,Expired,2024-10-01,TWIN MEADOWS,,"1021 E SCOTTWOOD AVE, BURTON MI 48529","525 WILLIAM PENN PLACE, 28TH FL., PITTSBURGH, PA 15219",GENESEE,2035010796,105,10/12/2023,AKSHITA BANERJEE,2035010796,compliance@evergreenparke.com,42.9704334,-83.6896869,,
340,340,340,1202058,Expired,2024-10-01,,,"8025 S HURON RIVER DRIVE SOUTH, SOUTH ROCKWOOD MI 48179","847 SUMPTER STREET #5228, BELLEVILLE, MI 48111",MONROE,7347044044,50,10/13/2023,KALYAN JONNALAGADDA,6073425076,anar@lotuscapitalcre.com,42.047007,-83.223821,,
341,341,341,1202061,Expired,2024-10-01,,,"3665 EASTERN AVE SE, WYOMING MI 49508","516 CHERRY STREET SE, GRAND RAPIDS, MI 49503",KENT,6166088918,43,10/20/2023,LISA VALK,6166088918,lisav@familypromisegr.org,42.8966567,-85.6464375,,
342,342,342,1202062,Expired,2024-10-01,,,"6006 EASTERN AVE SE, GRAND RAPIDS MI 49548","516 CHERRY STREET SE, GRAND RAPIDS, MI 49503",KENT,6166088918,49,10/20/2023,LISA VALK,6166088918,lisav@familypromisegr.org,42.854167,-85.6436997,,
343,343,343,1202063,Expired,2024-10-01,,,"5720 EAST WASHINGTON ROAD, SAGINAW MI 48601","5050 S SYRACUSE ST., STE. 1200, DENVER, CO 80237",SAGINAW,3034837300,511,10/25/2023,JOSH SONNE,7206407190,legal@yescommunities.com,43.4465558,-83.8380216,,
344,344,344,1202065,Expired,2024-10-01,,,"13401 84TH AVE, COOPERSVILLE MI 49404","P.O. BOX 349, CANAL FULTON, OH 44614",OTTAWA,6169474128,52,11/02/2023,MATTHEW KAUFFMAN,3304179954,matt@bunkercapitalllc.com,43.0109961,-85.9967581,,
345,345,345,1202068,Expired,2024-10-01,FORNICOLA MHP,,"2501 ASHMUN STREET, SAULT STE MARIE MI 49783","111 2ND AVE. NE, STE. 202B, SAINT PETERSBURG, FL 33701",CHIPPEWA,9064409541,66,11/16/2023,ANGELINA BALABAN,7279148740,angelina@birchrealty.com; stacey@birchrealty.com,46.4774159,-84.3540046,,
346,346,346,1202069,Expired,2024-10-01,,,"3921 W. MICHIGAN AVE, JACKSON MI 49202","P.O. BOX 3004, ELIDA, OH 45807",JACKSON,9893137829,40,12/21/2023,COREY WOODRUFF,9893137829,joseph@cmhcapitalinc.com,42.2541439,-84.466318,,
347,347,347,1202070,Expired,2024-10-01,PINE FOREST MOBILE HOME PARK,,"7105 W VIENNA ROAD, CLIO MI 48420","2415 N PINE CENTER, WEST BLOOMFIELD, MI 48323",GENESEE,2488212628,50,01/04/2024,LARRY JOHN PICKELL,2489175923,JPCAPITALINVESTEMENTS1|@GMAIL.COM,43.1769092,-83.818064,,
348,348,348,1202071,Expired,2024-10-01,SUNSET MHP,,"1470 HARPER ROAD, MASON MI 48854","2783 LILLY DRIVE, LIMA, OH 45807",INGHAM,9377413647,35,01/11/2024,JOSEPH SCHIAVONE,9899808681,joseph@cmhcapitalinc.com,42.6150783,-84.40173,,
349,349,349,1202072,Expired,2024-10-01,,,"114 B STREET, CADILLAC MI 49601","1800 W WARNER AVE, CHICAGO, IL 60613",WEXFORD,3127228018,98,01/11/2024,JARED FALCONER,3127228018,jfalconer76@gmail.com,44.2591349,-85.4243795,,
350,350,350,1202075,Expired,2024-10-01,TWIN PINES MHC WEST BRANCH,,"1766 RAU ROAD, WEST BRANCH MI 48661","P.O. BOX 713, WEST BRANCH, MI 48661",OGEMAW,2699081429,33,02/13/2024,KENNETH RILEY,2699081429,rilekenny@gmail.com,44.2340992,-84.196926,,
351,351,351,1202076,Expired,2024-10-01,SAGINAW VALLEY MHC,,"6160 DAVID ROAD, SAGINAW MI 48604","5050 S SYRACUSE ST  STE 1200, DENVER, CO 80237",SAGINAW,9897523864,179,02/15/2024,JOSHUA SONNE,3034837300,businesslicensing@yescommunities,43.2709073,-83.944676,,
352,352,352,1202077,Expired,2024-10-01,,,"4975 SOUTH M-37 HWY, HASTINGS MI 49058","P.O. BOX 249, ENGLEWOOD, NJ 07631",BARRY,7048624199,62,03/22/2024,SCOTT PISTORIUS,No Phone,MHP@OURHOMESOFAMERICA.COM,42.581604,-85.265276,,
353,353,353,1202079,Expired,2024-10-01,AMBER ESTATES MOBILE HOME PARK,,"3460 47TH STEET, HAMILTON MI 49419","4750 CLYDE PARK AVE SW, WYOMING, MI 49509",ALLEGAN,2696750140,50,05/02/2024,RICHARD PLUMMER,6168405978,colorstonemhp@gmail.com,42.6711433,-86.008128,,
354,354,354,1200001,Issued,2027-10-01,CEDARBROOK ESTATES,,"323 LEGRAND BLVD., WHITE LAKE TWP., MI 48383","PO BOX 339687, FARMINGTON HILLS, MI 48333",OAKLAND,8108512700,691,07/13/1979,GARY W GRIGLAK,8108512700,,42.6445975,-83.5364712,,
355,355,355,1200002,Issued,2027-10-01,,,"595 S MERIDIAN RD, HUDSON MI 49247","595 S MERIDIAN RD, HUDSON, MI 49247",LENAWEE,5174487485,100,11/29/1978,SUSAN C MILLIGAN,5174487485,,41.8417689,-84.3575368,,
356,356,356,1200008,Issued,2027-10-01,STERLING ESTATES,,"43475 LAGRAND, STERLING HEIGHTS, MI 48078","PO BOX 339687, FARMINGTON HILLS, MI 48333",MACOMB,No Phone,760,12/12/1978,GARY W GRIGLAK,2488512700,,42.612433,-83.0377214,,
357,357,357,1200009,Issued,2027-10-01,,,"41 REVERE, DAVISON, MI 48423","4600 COX RD STE 400, GLEN ALLEN, VA 23060",GENESEE,No Phone,386,12/12/1978,ROSS DEBOLT,8049672567,RDEBOLT@PLNDV.COM,43.0414014,-83.5143504,,
358,358,358,1200015,Issued,2027-10-01,HICKORY HILLS VILLAGE,,"10450 SIX MILE ROAD, BATTLE CREEK, MI 49017","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",CALHOUN,No Phone,283,12/18/1978,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.2264206,-85.1748686,,
359,359,359,1200022,Issued,2027-10-01,JUNES MOBILE VILLAGE,,"395 LABADIE COURT, ECORSE, MI 48229","31150 NORTHWESTERN HWY STE 100, FARMINGTON HILLS, MI 48334",WAYNE,2486260614,146,12/20/1978,MARK ZARTARIAN,2486260614,,42.2473847,-83.1584409,,
360,360,360,1200025,Issued,2027-10-01,INDIAN ACRES MOBILE HOME PARK,,"770 129TH AVE. R#2, SHELBYVILLE, MI 49344","3919 16TH ST, WAYLAND, MI 49348",ALLEGAN,2697929225,35,12/20/1978,GERALD KOSTER,2697929225,,42.6281499,-85.6191674,,
361,361,361,1200027,Issued,2027-10-01,ALLEGAN MOBILE ESTATES,,"1260 LINCOLN ROAD, ALLEGAN, MI 49010","317 GARDEN AVE, HOLLAND, MI 49424",ALLEGAN,No Phone,42,12/20/1978,KEVIN J KAMMERAAD,6163929200,,42.5104391,-85.8237152,,
362,362,362,1200028,Issued,2027-10-01,DEARBORN TRAILER PARK,,"21851 WEST WARREN, DEARBORN HEIGHTS, MI 48127","26511 LYNDON, REDFORD, MI 48239",WAYNE,3132553896,47,12/20/1978,DONALD W ARNEY,3132553896,,42.3417677,-83.2527538,,
363,363,363,1200030,Issued,2027-10-01,HOMECREST VILLA MOBILE HOME PARK,,"3382 MONROE ROAD, ALLEGAN, MI 49010","1440 SAN GABRIEL ST, OJAI, CA 93023",ALLEGAN,6163929200,58,12/22/1978,WILLIAM H HATCH,9512961960,,42.5351388,-85.8764677,,
364,364,364,1200031,Issued,2027-10-01,WHITE PINE ESTATES,,"PAUL DRIVE, MESICK, MI 49668","2672 N WISNER, WHITE CLOUD, MI 49349",WEXFORD,No Phone,33,01/09/1979,SHARON ALTMAN,2313496445,sherri227@yahoo.com,44.409668,-85.710618,,
365,365,365,1200033,Issued,2027-10-01,BUENA VISTA ESTATES,,"17330 HONOR HWY, INTERLOCHEN, MI 49643","129 E FRONT ST STE 200, TRAVERSE CITY, MI 49684",BENZIE,No Phone,68,01/09/1979,DANIEL MARVIN II,231 499 0064,DMARVIN@COCHRANBOOTH.COM,44.6613915,-85.8914931,,
366,366,366,1200037,Issued,2027-10-01,,,"12176 14 MILE ROAD, GREENVILLE, MI 48838","8081 45TH ST SE, ADA, MI 49301",KENT,6166441669,22,01/09/1979,JULIA E TEERLING,6166441669,,43.1756667,-85.3681895,,
367,367,367,1200038,Issued,2027-10-01,BEDFORD HILLS,,"110 BEJAC CIRCLE DR, BATTLE CREEK, MI 49037","38505 WOODWARD AVE STE 275, BLOOMFIELD HILLS, MI 48304",CALHOUN,No Phone,340,01/09/1979,RICHARD NODEL,2483551550,RICHARD@NODELPARKS.COM,42.3606307,-85.2289342,,
368,368,368,1200041,Issued,2027-10-01,LINCOLN ESTATES,,"1139 LINCOLN AVENUE, HOLLAND, MI 49423","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",ALLEGAN,2482082500,192,01/09/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.7573008,-86.0954904,,
369,369,369,1200047,Issued,2027-10-01,,,"43400 LENFESTY, MT. CLEMENS, MI 48043","4742 N 24TH ST  STE 325, PHOENIX, AZ 85016",MACOMB,No Phone,299,01/09/1979,VIRGINIA CAMPBELL,6026006811,LICENSING@INSPRIECOMMUNITIES.COM,42.613929,-82.8580047,,
370,370,370,1200049,Issued,2027-10-01,ANDREWS TRAILER COURT,,"1202 WEST M-89, PLAINWELL, MI 49080","3919 16TH ST, WAYLAND, MI 49348",ALLEGAN,2697929225,36,01/09/1979,GERALD KOSTER,2697929225,,42.4496224,-85.6616758,,
371,371,371,1200051,Issued,2027-10-01,LEISURE VILLAGE,,"5305 CIRCLE DR, BELMONT MI 49306","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",KENT,No Phone,258,01/09/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,43.0604501,-85.553623,,
372,372,372,1200054,Issued,2027-10-01,,,"10364 DAVISON ROAD, DAVISON, MI 48423","1613 LOEBRICH DR, GLADWIN, MI 48624",GENESEE,No Phone,26,01/09/1979,GEORGE BERGEVIN,8106535943,,43.0342052,-83.5040579,,
373,373,373,1200055,Issued,2027-10-01,,,"12400 NORTH SAGINAW STREET, CLIO, MI 48420","1613 LOEBRICH DR, GLADWIN, MI 48624",GENESEE,9893454511,29,01/09/1979,GEORGE BERGEVIN,9893454511,,43.1247012,-83.6940545,,
374,374,374,1200057,Issued,2027-10-01,,,"28745 VAN BORN ROAD, ROMULUS, MI 48174","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",WAYNE,2486260737,225,01/09/1979,JOEL BROWN,2486260737,,42.2652972,-83.3208174,,
375,375,375,1200059,Issued,2027-10-01,JOHNSON VILLAGE MOBILE HOME PARK,,"2734 BLUE STAR HWY R#2, FENNVILLE MI 49408","31800 NORTHWESTERN HWY #310, FARMINGTON HILLS, MI 48334",ALLEGAN,2488513111,75,01/09/1979,NATHAN LEADER,2488513111,,42.6168186,-86.215127,,
376,376,376,1200061,Issued,2027-10-01,,,"638 NORTH MCKINLEY ROAD, FLUSHING, MI 48433","320 HIGHLANE DR, FLUSHING, MI 48433",GENESEE,8106595751,59,01/09/1979,PATRICIA L LAWRENCE,8106595751,,43.07427939999999,-83.8526328,,
377,377,377,1200064,Issued,2027-10-01,GRAND MOBILE VILLAGE,,"6500 DIVISION AVENUE, GRAND RAPIDS, MI 49508","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",KENT,No Phone,328,01/09/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.8469142,-85.6608261,,
378,378,378,1200071,Issued,2027-10-01,,,"22600 MIDDLEBELT RD, FAARMINGTON HILLS MI 48024","PO BOX 927215, SAN DIEGO, CA 92192",OAKLAND,6615479567,226,01/31/1979,DEMETRE BOOKER JR,6615479567,DEMETREBOOKER@GMAIL.COM,42.4584195,-83.335904,,
379,379,379,1200074,Issued,2027-10-01,,,"3501 AUBURN ROAD, AUBURN HEIGHTS, MI 48057","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",OAKLAND,2486260737,162,01/31/1979,JOEL BROWN,2486260737,,44.3148443,-85.6023643,,
380,380,380,1200076,Issued,2027-10-01,,,"3800 FRUIT RIDGE ROAD, GRAND RAPIDS, MI 49504","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",KENT,2482082500,403,01/31/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,43.03443,-85.7588356,,
381,381,381,1200083,Issued,2027-10-01,,,"1485 RIDGEVIEW DR, LAPEER MI 48446","1485 E RIDGEVIEW DR, LAPEER, MI 48446",LAPEER,8106644131,200,02/01/1979,BERNARD J MORGULEC,8106644131,,43.0659712,-83.3139939,,
382,382,382,1200088,Issued,2027-10-01,,,"1540 LAPEER RD., OXFORD, MI 48371","26600 TELEGRAPH RD STE 200, Southfield, MI 48033",OAKLAND,No Phone,320,02/01/1979,MATTHEW B LESTER,2486832500,j.stanley@pmapts.com>,42.8034107,-83.2490055,,
383,383,383,1200102,Issued,2027-10-01,,,"885 S STATE STREET, CARO MI 48723","P.O. BOX 349, CANAL FULTON, OH 44614",TUSCOLA,9893760037,63,02/01/1979,MATTHEW KAUFFMAN,3304179954,matt@bunkercapitalllc.com,43.4816343,-83.4056888,,
384,384,384,1200105,Issued,2027-10-01,VILLAGE EAST MOBILE HOME PARK,,"1258 LINCOLN ROAD, ALLEGAN, MI 49010","317 GARDEN AVE, HOLLAND, MI 49424",ALLEGAN,No Phone,94,02/02/1979,KEVIN J KAMMERAAD,6163929200,,42.5104267,-85.8220282,,
385,385,385,1200109,Issued,2027-10-01,,,"1066 LINDA LANE, MADISON HEIGHTS MI 48071","2265 LIVERNOIS RD STE 500, TROY, MI 48083",OAKLAND,No Phone,123,02/02/1979,KAMAL H SHOUHAYIB,2483624150,,42.5075607,-83.1173749,,
386,386,386,1200118,Issued,2027-10-01,,,"20832 TUCK ROAD, FARMINGTON HILLS, MI 48024","45225 GRAND RIVER AVE, NOVI, MI 48375",OAKLAND,No Phone,158,02/02/1979,MARK M RAUKAR,2483492500,,42.4430987,-83.3448741,,
387,387,387,1200120,Issued,2027-10-01,ECKERTS MOBILE HOME COURT,,"2324 ELEVEN MILE ROAD BOX 2, WARREN, MI 48091","2324 ELEVEN MILE RD BOX 2, WARREN, MI 48091",MACOMB,5867549729,77,02/02/1979,MATTHEW WACHOSKI,5867549729,,42.4890934,-83.078075,,
388,388,388,1200121,Issued,2027-10-01,COUNTRY ACRES MOBILE HOME PARK,,"5904 142ND AVE, HOLLAND MI 49423","317 GARDEN AVE, HOLLAND, MI 49424",ALLEGAN,No Phone,113,02/02/1979,KEVIN J KAMMERAAD,6163929200,,42.7248901,-86.1267142,,
389,389,389,1200128,Issued,2027-10-01,,,"23680 SANDPIPER DRIVE, CLINTON TOWNSHIP, MI 48036","4600 COX RD STE 400, GLEN ALLEN, VA 23060",MACOMB,No Phone,633,02/02/1979,ROSS DEBOLT,8049672567,RDEBOLT@PLNDV.COM,42.6149192,-82.8637162,,
390,390,390,1200137,Issued,2027-10-01,SHADY OAKS MOBILE HOME PARK,,"6168 W M-80, KINROSS MI 49752","PO BOX 75, KINROSS, MI 49752",CHIPPEWA,No Phone,14,02/02/1979,PETER F RUSKIEWICZ,9066359798,,46.2598372,-84.4653732,,
391,391,391,1200138,Issued,2027-10-01,,,"20741 TUCK ROAD, FARMINGTON, MI 48024","45225 GRAND RIVER AVE, NOVI, MI 48375",OAKLAND,2488489434,34,02/02/1979,MARK M RAUKAR,2483492500,,42.4422384,-83.346346,,
392,392,392,1200139,Issued,2027-10-01,BYRON CENTER,,"2680 84TH STREET, BYRON CENTER, MI 49315","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",KENT,No Phone,143,02/02/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.8093554,-85.7301261,,
393,393,393,1200140,Issued,2027-10-01,,,"6471 SO. DIVISION, GRAND RAPIDS, MI 49508","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",KENT,No Phone,284,02/02/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.8683658,-85.6332093,,
394,394,394,1200149,Issued,2027-10-01,,,"3500 WEST JEFFERSON, TRENTON, MI 48183","3500 WEST JEFFERSON, TRENTON, MI 48183",WAYNE,7346757600,65,02/02/1979,MARILYN ENGEL,7346757600,ME360GAL@COMCAST.NET,42.1366751,-83.1831631,,
395,395,395,1200150,Issued,2027-10-01,SWARTZ CREEK MEADOWS,,"4101 SHERIDAN ROAD, LENNON, MI 48449","1070 NEPTUNE AVE, ENCINITAS, CA 92024",GENESEE,8106213850,608,02/02/1979,JAMES B MCINNIS,7607537481,,42.9672634,-83.928037,,
396,396,396,1200152,Issued,2027-10-01,TIMBERLINE ESTATES,,"260 PIN OAK DRIVE, COOPERSVILLE, MI 49404","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",OTTAWA,2482082500,303,02/02/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,43.0550527,-85.9281343,,
397,397,397,1200162,Issued,2027-10-01,,,"10080 US 23 NORTH, ALPENA, MI 49707","4220 US 23 S, ALPENA, MI 49707",ALPENA,9893546867,12,02/05/1979,MATTHEW PAPIN,9893546867,,45.1942028,-83.4357375,,
398,398,398,1200165,Issued,2027-10-01,,,"588 48TH SE, KENTWOOD MI 49508","4893 ROCHESTER RD SUITE D, TROY, MI 48085",KENT,No Phone,334,02/06/1979,WILLIAM T CONNELL,6165385750,,42.87445659999999,-85.6527415,,
399,399,399,1200169,Issued,2027-10-01,HAWAIIAN GARDENS,,"4261 GRANGE HALL ROAD, HOLLY, MI 48442","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",OAKLAND,2486348511,233,02/18/1979,BRUCE THELEN,248-208-2500,LICENSING@SUNCOMMUNITES.COM,42.8084909,-83.6192423,,
400,400,400,1200185,Issued,2027-10-01,,,"15851 WHITE CREEK AVENUE, CEDAR SPRINGS, MI 49319","15679 WHITE CREEK AVE NE, CEDAR SPRINGS, MI 49319",KENT,6166960910,177,02/16/1979,TIMOTHY M ELDRED,989-246-4299,tim.eldred.wccw@gmail.com,43.2529007,-85.5749383,,
401,401,401,1200189,Issued,2027-10-01,WHITE LAKE MOBILE HOME VILLAGE,,"1415 FISK ROAD, WHITE LAKE, MI 48386","27777 FRANKLIN RD STE 200, SOUTHFIELD, MI 48034",OAKLAND,2486662070,315,02/23/1979,JOHN MCLAREN,2486662070,,42.660199,-83.471601,,
402,402,402,1200191,Issued,2027-10-01,KINGS COURT,,"1585 RAY BLVD, TRAVERSE CITY, MI 49686","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",GRAND TRAVERSE,No Phone,803,02/23/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,44.7281957,-85.6089644,,
403,403,403,1200193,Issued,2027-10-01,,,"400 NOTRE DAME BLVD., ROMEO, MI 48065","400 NOTRE BLVD PO BOX 314, ROMEO, MI 48065",MACOMB,5867527207,98,03/02/1979,SHERMAN GRAYVOLD,8104443897,,42.80728999999999,-83.003611,,
404,404,404,1200205,Issued,2027-10-01,PAW PAW LAKE MOBILE HOME PARK,,"5259 NORTH WATERVLIET RD, WATERVLIET, MI 49098","31150 NORTHWESTERN HWY STE 100, FARMINGTON HILLS, MI 48334",BERRIEN,2486260614,49,03/02/1979,MARK ZARTARIAN,2486260614,,42.2067802,-86.2499942,,
405,405,405,1200207,Issued,2027-10-01,TOPAZ ESTATES,,"2100 135TH AVENUE, HOPKINS, MI 49328","4500 PENNY LN SW, GRANDVILLE, MI 49418",ALLEGAN,No Phone,46,03/02/1979,RICHARD PLUMMER,6166323996,,42.6749121,-85.7499409,,
406,406,406,1200212,Issued,2027-10-01,EVERGREEN MOBILE HOME COMMUNITY,,"2096 N STATE RD, IONIA MI 48846","3500 MORGAN RD, NASHVILLE, MI 49073",IONIA,No Phone,109,03/02/1979,MICHAEL MEAD,5178521527,mike.advantagehousing@yahoo.com,43.0167015,-85.0706579,,
407,407,407,1200215,Issued,2027-10-01,,,"1925 LAURA ST, ALLEGAN, MI 49010","31550 NORTHWESTERN HWY #220, FARMINGTON HILLS, MI 48334",ALLEGAN,No Phone,75,03/20/1979,RAMI FAKHOURY,248-865-0066,,42.560021,-85.8887086,,
408,408,408,1200216,Issued,2027-10-01,,,"6737 NORTHLAND DRIVE, ROCKFORD, MI 49341","1340 POST DR NE, BELMONT, MI 49306",KENT,6167841636,170,03/20/1979,ANDREW FOCHTMAN,6162900222,CEO@ASPIRE-COMMUNITIES.COM,43.08830469999999,-85.5614713,,
409,409,409,1200217,Issued,2027-10-01,CROSWELL ESTATES,,"20 BLACK RIVER ROAD, CROSWELL, MI 48422","31550 NORTHWESTERN HIGHWAY, STE.220, FARMINGTON HILLS, MI 48334",SANILAC,No Phone,42,03/20/1979,ANDREW MACHNACKI,248-865-0066,,43.2712588,-82.6302688,,
410,410,410,1200224,Issued,2027-10-01,TOWN & COUNTRY,,"849 MANOR, TRAVERSE CITY, MI 49684","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",GRAND TRAVERSE,No Phone,192,03/20/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,44.7415472,-85.6029926,,
411,411,411,1200225,Issued,2027-10-01,WOODLAND ESTATES MANUFACTURED HOUSING COMMUNITY,,"1600 S 30TH ST, ESCANABA MI 49829","1505 N LINCOLN RD, ESCANABA, MI 49829",DELTA,9067899427,226,03/20/1979,SANDRA ALLEN,9067899427,RCORP.DRE@RIVERSIDEHASIT.COM,45.7276905,-87.0927295,,
412,412,412,1200228,Issued,2027-10-01,EVERGREEN ESTATES,,"2158 W CARO RD, CARO MI 48723","17602 17TH ST STE 102 #289, TUSTIN, CA 92780",TUSCOLA,9894608258,93,03/20/1979,STEVE MCCROSKY,9495003378,,43.4624576,-83.4316388,,
413,413,413,1200235,Issued,2027-10-01,KNOLLWOOD ESTATES,,"4595 KNOLLWOOD DRIVE, ALLENDALE, MI 49401","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",OTTAWA,No Phone,161,03/23/1979,BRUCE THELEN,6168959270,LICENSING@SUNCOMMUNITIES.COM,42.9746686,-85.896587,,
414,414,414,1200239,Issued,2027-10-01,SUNNYSIDE PARK,,"2740 PACKARD, ANN ARBOR, MI 48108","2436 NW WESTOVER RD #301, PORTLAND, OR 97210",WASHTENAW,No Phone,53,03/20/1979,JOHN A CHIN,7347174400,,42.2434851,-83.7129914,,
415,415,415,1200244,Issued,2027-10-01,,,"530 LANIER, SOUTH LYON, MI 48178","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",OAKLAND,2486260737,211,03/20/1979,JOEL BROWN,2486260737,,42.4557088,-83.6477294,,
416,416,416,1200247,Issued,2027-10-01,ALANS PARK,,"3575 NICHOLSON RD, FOWLERVILLE, MI 48836","PO BOX 649, FOWLERVILLE, MI 48836",LIVINGSTON,5175213412,199,03/20/1979,RICHARD VAN GILDER,5175213412,,42.6524143,-84.1134646,,
417,417,417,1200250,Issued,2027-10-01,,,"26115 THIRD STREET, TAYLOR, MI 48180","4742 N 24TH ST  STE 325, PHOENIX, AZ 85016",WAYNE,313-295-4520,269,03/20/1979,VIRGINIA CAMPBELL,6026006811,LICENSING@INSPIRECOMMUNITIES.COM,42.2527595,-83.2918101,,
418,418,418,1200255,Issued,2027-10-01,,,"46537 ECORSE, BELLEVILLE, MI 48111","45225 GRAND RIVER AVE, NOVI, MI 48375",WAYNE,2483492500,37,03/20/1979,MARK M RAUKAR,2483492500,mraukar@lvhomes.net,42.246049,-83.496432,,
419,419,419,1200261,Issued,2027-10-01,,,"2330 E. MAIN ST., NILES, MI 49120","321 N PASS AVE STE 300, BURBANK, CA 91505",BERRIEN,8185636432,110,03/20/1979,JIM MOLLISON,8182764111,julio@evergreencommunities.com,41.8106725,-86.2261222,,
420,420,420,1200263,Issued,2027-10-01,SUN CAMELOT VILLA,,"17111 HALL ROAD, MACOMB, MI 48044","27777 FRANKLIN ROAD SUITE 300, SOUTHFIELD, MI 48034",MACOMB,5862860618,712,03/20/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.6286895,-82.9503433,,
421,421,421,1200277,Issued,2027-10-01,KENSINGTON PLACE,,"60501 GRAND RIVER AVENUE, NEW HUDSON, MI 48165","PO BOX 339687, FARMINGTON HILLS, MI 48333",OAKLAND,No Phone,488,03/20/1979,GARY W GRIGLAK,2488512700,,42.5135233,-83.6500215,,
422,422,422,1200279,Issued,2027-10-01,,,"10692 N BLACK RIVER RD., CHEBOYGAN, MI 49721","10692 N BLACK RIVER RD, CHEBOYGAN, MI 49721",CHEBOYGAN,2316277436,8,03/20/1979,DOROTHY A MEDLYN,2316277436,,45.6121857,-84.4466032,,
423,423,423,1200280,Issued,2027-10-01,,,"7550 BEECH DALY, TAYLOR, MI 48180","4742 N 24TH ST  STE 325, PHOENIX, AZ 85016",WAYNE,313-295-4520,114,03/20/1979,VIRGINIA CAMPBELL,6026006811,LICENSING@INSPIRECOMMUNITIES.COM,42.2525343,-83.2914026,,
424,424,424,1200282,Issued,2027-10-01,,,"5649 S. VERNON RD., DURAND, MI 48429","5649 S VERNON RD, DURAND, MI 48429",SHIAWASSEE,9892882170,44,03/20/1979,GREGORY W LINTZ,9892882170,LINTZGREG@YAHOO.COM,42.9501779,-84.0282911,,
425,425,425,1200283,Issued,2027-10-01,SYCAMORE VILLAGE,,"900 W COLUMBIA ST, MASON, MI 48854","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",INGHAM,No Phone,449,03/20/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.5845705,-84.4651744,,
426,426,426,1200287,Issued,2027-10-01,,,"16940 SOUTH OAKLEY ROAD, CHESANING, MI 48616","16940 SOUTH OAKLEY RD, CHESANING, MI 48616",SAGINAW,9898452183,125,03/20/1979,RANDALL D STODDARD,9898452183,,43.1747313,-84.1696894,,
427,427,427,1200291,Issued,2027-10-01,,,"400 WEST GRAND RIVER AVENUE, WEBBERVILLE, MI 48892","44109 OLD GRAND RIVER W, NOVI, MI 48375",INGHAM,2483492156,174,03/21/1979,RUSS BUTTON,2483492156,ARBJR@SBCGLOBAL.NET,42.6688679,-84.1812917,,
