"","Record_No","Status","Expiration_Date","DBA","Owner / Community_Name","Location_Address","Zip_Code","Mailing_Address","County","Community_Phone","Total_#_Sites","Issued_Date","Operator_Name","Operator_Phone","Operator_email","latitude","longitude"
"410","1201903","Issued",2027-10-01,NA,"CC WHITE BIRCH PROPERTY LLC","477 MAPLE DRIVE, KAWKAWLIN MI 48631","48631","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034","BAY","9896868925","249","01/18/2022","JEFFREY DAVIDSON","2487025900","jdavidson@cambiomhc.com",43.6695008,-84.0448342
"411","1201708","Issued",2027-10-01,NA,"MH ALPINE LLC","3601 ALPINE DR, MIDLAND MI 48640","48640","6632 TELEGRAPH RD  STE 310, BLOOMFIELD HILLS, MI 48301","MIDLAND","2483312479","281","10/25/2019","ANDREW BYBEE","No Phone","ANDREW@STACKWITHUS.COM",43.663859,-84.2684475
"412","1201341","Issued",2027-10-01,NA,"MAPLE GROVE MANUFACTURED HOME COMMUNITY INC","401 KUIPERS DR, MIDLAND MI 48642","48642","PO BOX 2558, MIDLAND, MI 48641","MIDLAND","No Phone","140","11/17/2009","DAVID C BRADLEY","9896313200","DAVIDBRADLEY@BRADLEYLEASING.COM",43.6015,-84.179194
"413","1201571","Issued",2027-10-01,NA,"MC SCIENCE CITY PROPERTY LLC","3823 BAY CITY ROAD, MIDLAND MI 48642","48642","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","MIDLAND","No Phone","173","08/31/2018","JOSH SONNE","3034837300","businesslicensing@yescommunities.com",43.6050641,-84.1807582
"414","1201832","Issued",2027-10-01,"VICTORIA WOODS MHP","MIDLAND VICTORIA LLC","2574 WEST MIDLAND ROAD, MIDLAND MI 48642","48642","18910 PROSPECT AVE, SONOMA, CA 95476","BAY","4156804955","52","04/08/2021","TIMOTHY L SCHROEDER","4156804955","tls@parkcitycapitalpartners.com",43.604589,-84.151417
"415","1201956","Issued",2027-10-01,"ARLINGTON MANOR MHP","MOBILE HOME PARKS OF MICHIGAN LLC","4885 MONTERAY DRIVE, MIDLAND MI 48642","48642","6800 GULFPORT BLVD S, ,  SUITE 201-290SOUTH PASADENA, FL 33707","BAY","3053046255","99","08/12/2022","MICHAEL SAVIANO","321-615-3111","MICHAEL@CORNERSTONECOMMUNITIES.CO",43.6014223,-84.167006
"416","1202015","Issued",2027-10-01,"OAKSIDE MHC","CC OAKSIDE PROPERTY LLC","2752 W NORTH UNION ROAD, MIDLAND MI 48642","48642","29200 Northwestern Hwy., Ste. 300, SOUTHFIELD, MI 48034","BAY","9896314700","142","04/12/2023","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com",43.612145,-84.159583
"417","1200397","Issued",2027-10-01,NA,"WHISPERING PINES TRAILER PARK","240 S MT TOM RD, MIO MI 48647","48647","240 S MT TOM RD, MIO, MI 48647","OSCODA","9898263816","9","03/30/1979","MICHAEL M FUHR","9898263816","ms733i@aol.com",44.6743828,-84.130269
"418","1201881","Issued",2027-10-01,"LAKEVIEW MOBILE HOME PARK","AFM ASSETS LLC","454 E HOUGHTON LAKE DRIVE, PRUDENVILLE MI 48651","48651","6950 SW HAMPTON STREET., STE. 336, PORTLAND, OR 97223","ROSCOMMON","5034779306","49","10/25/2021","DEREK BROWN","5034779306","derek@dlbcapman.com",NA,NA
"419","1200831","Issued",2027-10-01,NA,"CLUB MICHIHIGGI, INC","1236 COUNTY ROAD 200, HIGGINS LAKE, MI 48653","48653","1050 CONSERVATION CT, ADA, MI 49301","ROSCOMMON","2313692516","20","09/21/1979","SCOTT SOUTHLAND","616 293 0002","CARABETHBRACK@YAHOO.COM",NA,NA
"420","1200838","Issued",2027-10-01,NA,"WAGON WHEEL ESTATES","2750 W HIGGINS LAKE DR, ROSCOMMON MI 48653","48653","2750 W. HIGGINS LAKE DR #B, ROSCOMMON, MI 48653","ROSCOMMON","517-256-9777","10","09/21/1979","STEPHEN R CZERNESKI","5172569777","wagonwheelestates2750@gmail.com",44.447509,-84.7104981
"421","1200222","Issued",2027-10-01,NA,"STOLKHOLM LLC","800 WEST MIER ROAD, SANFORD, MI 48657","48657","4412 ALVARADO DR., BAY CITY, MI 48706","MIDLAND","9896841826","116","03/20/1979","HENRY JOHNSON","9896841826","ceasar11@sbcglobal.net",NA,NA
"422","1201158","Issued",2027-10-01,"OLD OAK TRAILS ESTATES MOBILE HOME PARK","CLINTON MOBILE HOME PARK LTD LLC","1661 N OLD OAK TR, SANFORD, MI 48657","48657","1661 N OLD OAK TR, SANFORD, MI 48657","MIDLAND","No Phone","215","07/26/1995","HUGH REID","9896875639","oldoaktrails &yahoo.com",NA,NA
"423","1202033","Issued",2027-10-01,"LAKEVIEW TRAILER COURT","GERALD BURTON","320 CEDAR STREET, SANFORD MI 48657","48657","P.O. BOX 252678, WEST BLOOMFIELD, MI 48325","MIDLAND","2487892335","18","07/06/2023","GERALD BURTON","2487892335","22jerryman@gmail.com",43.6746879,-84.3805688
"424","1201312","Expired",2024-10-01,NA,"R & L RENTAL HOUSING","4850 S. HURON, STANDISH, MI 48658","48658","4850 S HURON, STANDISH, MI 48658","ARENAC","9898460417","3","08/23/2005","LEONARD E GOODMAN","9898460417",NA,43.944414,-83.966743
"425","1201878","Issued",2027-10-01,"STANDISH MISSIONS","RAMAJ ESTATES LLC","423 S CASS STREET, STANDISH MI 48658","48658","1877 ORCHARD LAKE RD., STE. 204, SYLVAN LAKE, MI 48320","ARENAC","2487580022","38","10/12/2021","EVDUZA RAMAJ","5869955054","evduza@insiderealty.com",43.978082,-83.9546631
"426","1200342","Issued",2027-10-01,"COUNTRY VILLAGE ESTATES","COUNTRYSIDE VILLAGE GROUP LTD","2701 I-75 BUSINESS LOOP, WEST BRANCH MI 48661","48661","31150 NORTHWESTERN HWY STE 100, FARMINGTON HILLS, MI 48334","OGEMAW","2486260614","53","03/28/1979","MARK ZARTARIAN","2486260614","mark@freedmangoldberg.com",44.2586546,-84.2208018
"427","1202075","Issued",2027-10-01,"TWIN PINES MHC WEST BRANCH","KSR PROPERTIES LLC","1766 RAU ROAD, WEST BRANCH MI 48661","48661","P.O. BOX 713, WEST BRANCH, MI 48661","OGEMAW","2699081429","33","02/13/2024","KENNETH RILEY","2699081429","rilekenny@gmail.com",NA,NA
"428","1200720","Expired",2024-10-01,"WENONA BEACH ESTATES","WENONA LTD","4444 NATIONAL AVENUE, BAY CITY, MI 48706","48706","1607 E BIG BEAVER RD STE 210, TROY, MI 48083","BAY","2489288100","182","07/13/1979","W BRUCE KNIGHT","2486443090","WBRUCEKNIGHT@GMAIL.COM",NA,NA
"429","1200710","Issued",2027-10-01,"WILLOW TREE VILLAGE MHC","BAY CITY MHC PARTNERS LLC","3840 N RIATA, BAY CITY MI 48706","48706","139 WALNUT BLVD, ROCHESTER, MI 48307","BAY","9892397802","78","07/13/1979","DANIEL VAN DOORNE","2486018400","DVANDOORNE@WEBUYPARKS.COM",NA,NA
"430","1200817","Issued",2027-10-01,"BRENTWOOD ESTATES","BRENTWOOD ESTATES MHP LLC","3278 BRENTWOOD DRIVE, BAY CITY MI 48706","48706","17602 17TH ST SUITE 102 #289, TUSTIN, CA 92780","BAY","9893914118","150","09/13/1979","STEVE N MCCROSKY","9495003378","SMCCROSKY@GMAIL.COM",NA,NA
"431","1200981","Issued",2027-10-01 08:10:04,NA,"SHADY REST MHC LLC","3612 E SHOD ST, BAY CITY MI 48706","48706","PO BOX 22284, KNOXVILLE, TN 37933","BAY","9893188008","129","11/06/1980","SHERI NICHOLSON","8654275009","SHAWN@ADMIRALCOMMUNITIES.COM",NA,NA
"432","1201281","Issued",2027-10-01,NA,"FAIRFIELD MANOR MHC MI LLC","1016 PARKSIDE BLVD, BAYCITY MI 48706","48706","9515 HILLWOOD DRIVE, LAS VEGAS, NV 89134","BAY","9896862700","137","10/11/2002","EMILY WISURI","7025416379","compliance@osprey-management.com",NA,NA
"433","1201513","Issued",2027-10-01,NA,"AJR WESTWOOD VILLAGE MHC LLC","3364 S. HURON ROAD, BAY CITY MI 48706","48706","40220 GRAND RIVER AVENUE, NOVI, MI 48375","BAY","2483806150","240","12/15/2017","JEROME RUGGIRELLO","2483463686","jruggirello@AjrDevelopment.com",43.8515766,-83.9659811
"434","1201770","Issued",2027-10-01,"VALLEY MOBILE HOME PARK","BRENTWOOD ESTATES MHP LLC","3477 HURON ROAD, BAY CITY MI 48706","48706","17602 17TH STREET, STE. 102 #289, TUSTIN, CA 92780","BAY","9893914118","25","05/20/2020","STEVE MCCROSKY","9492987185","steve@discoverpropertiesllc.com",43.8482502,-83.9661248
"435","1201860","Issued",2027-10-01,NA,"ALPINE MHC LLC","2960 EAST ALPINE BLVD, BAY CITY MI 48706","48706","31550 NORTHWESTERN HWY., STE. 220, FARMINGTON HILLS, MI 48334","BAY","9897783329","140","08/18/2021","ELI WEINER","5304002354","eli@boavidacommunities.com",NA,NA
"436","1201968","Issued",2027-10-01,"BAY CITY MHP","MIDLAND BAY CITY MHP LLC","2836 E BISCAYNE ROAD, BAY CITY MI 48706","48706","4007 DEAN MARTIN DRIVE, LAS VEGAS, NV 89103","BAY","7022419430","61","09/01/2022","TIM WILKINS","No Phone","tim@patriotholdings.com",NA,NA
"437","1202037","Issued",2027-10-01,NA,"WESTSHORE MHC LLC","3201 S EUCLID AVENUE, BAY CITY MI 48706","48706","31550 NORTHWESTERN HIGHWAY, STE. 220, FARMINGTON HILLS, MI 48334","BAY","9896863810","150","07/28/2023","ELIAS WEINER","2488650066","kcunningham@mshapirorealestate.com",43.5686347,-83.9159263
"438","1201482","Issued",2027-10-01,NA,"NORTHWOOD VILLAGE BAY CITY LLC","2627 BROADWAY, BAY CITY MI 48708","48708","7330 RIVER RD, FLUSHING, MI 48433","BAY","8105162929","60","07/17/2017","GLENN CURRIER","8105162929","glenncurrier@yahoo.com",43.5618175,-83.8937768
"439","1201768","Issued",2027-10-01,"RIVERVIEW ESTATES OF BAY CITY","BAY EQUITIES LLC","765 S RIVER ROAD, BAY CITY MI 48708","48708","1630 GUADALUPE RD, GILBERT, AZ 85233","BAY","9898938011","197","05/20/2020","THOMAS STAPLEY","48043390000","licensing@rootsmg.com",43.5451652,-83.8893531
"440","1201647","Issued",2027-10-01,"PEACHTREE MANOR","GROSS PROPERTY VENTURES LLC","7575 DIXIE HWY, BRIDGEPORT MI 48722","48722","21202 E SADDLE ROCK LANE, AURORA, CO 80016","SAGINAW","3032171114","86","03/16/2019","KENNETH GROSS","3032171114","spenrose9@msn.com",43.3504576,-83.8641008
"441","1201234","Expired",2024-10-01,NA,"DEPOT, THE","M-81, CARO, MI 48723","48723","1800 Rails End Blvd, CARO, MI 48723","TUSCOLA","9896737014","14","12/21/2000","CHARLES CURTIS","9896702232",NA,43.5009085,-83.3806143
"442","1200102","Issued",2027-10-01,NA,"CARO ESTATES LLC","885 S STATE STREET, CARO MI 48723","48723","P.O. BOX 349, CANAL FULTON, OH 44614","TUSCOLA","9893760037","63","02/01/1979","MATTHEW KAUFFMAN","3304179954","matt@bunkercapitalllc.com",43.4818181,-83.405662
"443","1200228","Issued",2027-10-01,"EVERGREEN ESTATES","EVERGREEN MHP LLC","2158 W CARO RD, CARO MI 48723","48723","17602 17TH ST STE 102 #289, TUSTIN, CA 92780","TUSCOLA","9894608258","93","03/20/1979","STEVE MCCROSKY","9495003378",NA,43.4625137,-83.4305896
"444","1201559","Issued",2027-10-01,NA,"CARO RIVERVIEW INC","1 ANN DRIVE, CARO MI 48723","48723","449 A HUDSON DRIVE, DORCHESTER, ON N0L1G5","TUSCOLA","5192688500","99","08/13/2018","TOWSON BAILLIE","5198781273","baillieinvestments@gmail.com",NA,NA
"445","1201656","Issued",2027-10-01,NA,"SUGAR TREE MV LLC","1303 SUGAR TREE CT, CARO MI 48723","48723","P.O. BOX 349, CANAL FULTON, OH 44614","TUSCOLA","9893310855","117","03/28/2019","MATTHEW KAUFFMAN","3304179954","matt@bunkercapitalllc.com",43.5028765,-83.3809379
"446","1201661","Issued",2027-10-01,"VILLAGESIDE MOBILE HOME COMMUNITY","TRACEY MOORE","999999 RAILROAD STREET, FAIRGROVE MI 48723","48723","4410 SEEGER STREET, CASS CITY, MI 48726","TUSCOLA","9895515049","13","06/04/2019","TRACEY MOORE","9895515049","t.d.m.construction@hotmail.com",NA,NA
"447","1202064","Issued",2027-10-01,NA,"PINE CREST MANUFACTURED HOME COMMUNITY LLC","1628 E CARO ROAD, CARO MI 48723","48723","8775 CENTRE PARK DRIVE #411, COLUMBIA, MD 21045","TUSCOLA","9542245628","88","11/02/2023","ALEX WILLIAMS","9542245628","alexwilliamsmhp@gmail.com",43.5009085,-83.3806143
"448","1201219","Issued",2027-10-01,"CASEVILLE RESORT & MARINA","KAPPEN SPECIALTY SERVICES LLC","6545 RIVERSIDE DRIVE, CASEVILLE, MI 48725","48725","2675 HURDS CORNER RD, CASS CITY, MI 48726","HURON","9898562323","40","01/21/2000","CRYSTAL J KAPPEN","9898562323",NA,43.9444769,-83.2706307
"449","1200616","Issued",2027-10-01,NA,"WALNUT TRAILER PARK","4118 SOUTH SEEGER STREET, CASS CITY MI 48726","48726","4109 N CEMETERY RD, CASS CITY, MI 48726","TUSCOLA","9898722079","14","05/30/1979","RANDY S HORNE","9895501423",NA,NA,NA
"450","1201587","Issued",2027-10-01,NA,"HUNTSVILLE MHP INC.","SOUTH DOERR ROAD, CASS CITY MI 48726","48726","449 HUDSON DRIVE, UNIT A, DORCHESTER, ON N0L 1G5","TUSCOLA","5192688500","78","09/18/2018","TOWSON BAILLIE","5198781273","baillieinvestments@gmail.com",NA,NA
"451","1201590","Issued",2027-10-01,"THE POINT","HUNTSVILLE MHP INC.","DIVISION STREET, CASS CITY MI 48726","48726","449 HUDSON DRIVE, UNIT A, DORCHESTER, ON N0L 1G5","TUSCOLA","5192688500","29","09/20/2018","TOWSON BAILLIE","5198781273","baillieinvestments@gmail.com",43.5900688,-83.1791943
"452","1201902","Issued",2027-10-01,NA,"RIVERVIEW ESTATES MHP LLC","4599 PIGEON ROAD, ELKTON MI 48731","48731","P.O. BOX 130, MARYSVILLE, MI 48040","HURON","8104881155","36","01/11/2022","RICHARD JAHN","8105600028","cutntrim@rocketmail.com",43.8183896,-83.1707884
"453","1201617","Expired",2024-10-01,NA,"BAY VILLAGE MHC LLC","1274 HAMPTON ROAD, ESSEXVILLE MI 48732","48732","5820 HEMPSTEAD RD, OXFORD, MI 48371","BAY","9898930491","102","01/14/2019","URSULA CALIN","5862141169","calinz1@aol.com",NA,NA
"454","1202080","Issued",2027-10-01,NA,"SAGINAW ESTATES MHP LLC","1760 SAGINAW BAY ESTATES DIVE, ESSEXVILLE MI 48732","48732","4007 DEAN MARTIN DRIVE, LAS VEGAS, NV 89103","BAY","9893162211","318","05/02/2024","JEREMIAH BOUCHER","7025503808","invoices@patriotholdings.com",NA,NA
"455","1201275","Issued",2027-10-01,NA,"NORTHERN PINES MOBILE HOME PARK","2721 SOUTH DR, HALE, MI 48739","48739","2180 DRIFTWOOD DR, STANDISH, MI 48658","IOSCO","9897282820","30","07/19/2002","STEVEN B PROGLER","9898460999","ORGCAPTSTEVE@YAHOO.COM",44.3829852,-83.7939918
"456","1201806","Issued",2027-10-01,NA,"HARRISVILLE MOBILE HOME PARK LLC","116 WEST CHURCH, HARRISVILLE MI 48740","48740","11338 BARTZ ROAD, HUBBARD LAKE, MI 49747","ALCONA","9898843888","15","12/17/2020","RONALD LISKE","9898843888",NA,44.6592425,-83.294858
"457","1201932","Issued",2027-10-01,NA,"MASON JAMES VASSER ESTATES LLC","5656 FREEWALD, MILLINGTON MI 48746","48746","4050 W LIBERTY RD, ANN ARBOR, MI 48103","TUSCOLA","7349981423","10","04/28/2022","JOSHUA WARNER","7349981423","kvalentine900@comcast.net",NA,NA
"458","1200036","Issued",2027-10-01,"AUSABLE MOBILE HOME VILLAGE","HEZ PROPERTIES LLC","331 FIRST ST, OSCODA, MI 48750","48750","PO BOX 233, OSCODA, MI 48750","IOSCO","No Phone","27","01/09/1979","DEBRA JOHNSON","2485639481","HEN97@AOL.COM",NA,NA
"459","1200967","Issued",2027-10-01,NA,"VAN ETTAN VILLAGE MOBILE HOME PARK","4385 VAN ETTAN DAM RD, OSCODA MI 48750","48750","PO BOX 1200, BRIGHTON, MI 48116","IOSCO","No Phone","32","07/02/1980","ROBERT E DAVIS","5868509762",NA,44.4476372,-83.3445792
"460","1201272","Issued",2027-10-01,"WHISPERING WOODS MHC","HENRY ZIELINSKI LIVING TRUST","4263 BISSIONETTE RD., OSCODA, MI 48750","48750","PO BOX 233, OSCODA, MI 48750","IOSCO","No Phone","34","07/27/2002","DEBRA JOHNSON","2485639481","hen97@aol.com",NA,NA
"461","1201008","Issued",2027-10-01,"PEBBLE CREEK MHP","CAROL INVESTMENT CORP","1150 ROGER CT, REESE MI 48757","48757","1410 S CLINTON ST, CHICAGO, IL 60607","TUSCOLA","No Phone","101","03/13/1979","LEO FEIGENBAUM","7732272160","awgreen1410@sbcglobal.net",NA,NA
"462","1201779","Issued",2027-10-01,NA,"CREEKSIDE MANOR MHP LLC","1655 S REESE ROAD, REESE MI 48757","48757","4770 GROVELAND ROAD, ORTONVILLE, MI 48462","TUSCOLA","2484670219","140","07/15/2020","PAUL BREAKIE","2484670219","paul@diamondforestproperties.com",43.4562322,-83.6987291
"463","1201960","Issued",2027-10-01,"BAYSIDE ESTATES","CONTINENTAL MHP LLC","2420 PINETREE DRIVE, SEBEWAING MI 48759","48759","P.O. Box 4720, Troy, MI 48099","HURON","2482141811","74","08/16/2022","ADAM SCHWERIN","2489189082","aschwerin@birchrealty.com",NA,NA
"464","1201711","Issued",2028-10-01 11:58:03,NA,"2020 TAWAS RIVER MI LLC","560 HEMLOCK ROAD, TAWAS CITY MI 48763","48763","1400 BELLEVILLE ST, RICHMOND, VA 23230","IOSCO","9893624988","65","11/14/2019","LEO PESCHIO","8883270445","MFOSTER@CTRECAP.COM",NA,NA
"465","1201807","Issued",2027-10-01,NA,"VASSAR COMMUNITY PARK LLC","533 GOODRICH ST, VASSAR MI 48768","48768","PO BOX 4792, TROY, MI 48099","TUSCOLA","7344442869","20","12/18/2020","CHAD RIDER","7344442869","VASSARCOMMUNITYPARKLLC@GMAIL.COM",43.3628081,-83.5800242
"466","1201448","Issued",2028-10-01 07:14:02,"LAKE SUPERIOR ESTATES","MISA LAKE SUPERIOR MHP LLC","102 E 25TH AVE, SAULT STE MARIE MI 48783","48783","255 S ORNAGE AVE  STE 1550, ORLANDO, FL 32801","CHIPPEWA","9066322338","222","01/06/2017","RYAN SMITH","4073376021","LICENSING@ENDEAVORCOMMUNITIES.COM",46.4691665,-84.3536976
"467","1201427","Expired",2024-10-01,"MEADOWS MOBILE HOME PARK","MIAL MEADOWS MHP LLC","411 S GROVER, ALMA MI 48801","48801","PO BOX 457, CEDAREDGE, CO 81413","GRATIOT","9894635187","93","09/29/2016","DAVID H REYNOLDS","9706286525","cassie@rvhmanagement.com",43.370412,-84.646259
"468","1201050","Issued",2027-10-01,"SCOTSDALE ESTATES","SCOTSDALE ASSOCIATES LLC","3382 ALMA DRIVE, ALMA, MI 48801","48801","5645 SASHABAW RD, CLARKSTON, MI 48346","GRATIOT","989-463-3212","189","05/28/1987","RONEI IACOBELLI","248-625-1188","RON@IMC.GROUP",NA,NA
"469","1201856","Issued",2027-10-01,NA,"CB ALMA LLC","315 LINWOOD AVE, ALMA MI 48801","48801","129 E FRONT ST  STE 200, TRAVERSE CITY, MI 49684","GRATIOT","2317358673","44","07/20/2021","TURNER BOOTH","4433792525","TBOOTH@COCHRANBOOTH.COM",43.376793,-84.638801
"470","1201928","Issued",2027-10-01,NA,"WELLINGTON ESTATES MHP LLC","1527 W STATE STREET, BELDING MI 48809","48809","31550 NORTHWESTERN HWY., STE 220, FARMINGTON HILLS, MI 48334","IONIA","6167940831","150","04/11/2022","ELIAS WEINER","2488650066",NA,43.0887403,-85.2506057
"471","1201958","Issued",2027-10-01,"PINEVIEW MOBILE HOME PARK","APPLELAND INC","6385 WHITES BRIDGE RAOD, BELDING MI 48809","48809","108 S LAFAYETTE, GREENVILLE, MI 48838","IONIA","6164819593","20","08/15/2022","WILLIAM TODD VAN ECK","6164819593","tvaneck@applelandrealtygroup.com",NA,NA
"472","1201025","Issued",2027-10-01,NA,"BROOKSIDE MOBILE HOME PARK","7875 GARLOCK RD, CARSON CITY, MI 48811","48811","2819 SOUTH SHORE DR, CRYSTAL, MI 48818","MONTCALM","5177194800","14","11/13/1984","RONALD G RAY","5177194800","RRAY436@YAHOO.COM",NA,NA
"473","1201598","Expired",2024-10-01,"COUNTRYSIDE ESTATES","RANDY ROYSTON","3200 WEST LAWRENCE HWY, CHARLOTTE MI 48813","48813","3200 WEST LAWRENCE HWY, CHARLOTTE, MI 48813","EATON","5179830211","4","09/28/2018","RANDY ROYSTON","6165810768","roystonrentals@gmail.com",42.5682484,-84.8983903
"474","1200600","Issued",2027-10-01,"HI-WAY MOBILE HAVEN","GERALD D HARRIS, INC","2600 LANSING ROAD, CHARLOTTE, MI 48813","48813","2600 LANSING RD LOT #57, CHARLOTTE, MI 48813","EATON","5175434885","67","05/29/1979","MARK HARRIS","5175434885",NA,42.5796326,-84.8124255
"475","1201109","Issued",2027-10-01,NA,"MEADOWS MOBILE HOME PARK AND SALES LLC","1563 LANSING RD., CHARLOTTE, MI 48813","48813","1563 LANSING ROAD, CHARLOTTE, MI 48813","EATON","248-626-2992","128","01/03/1991","ROBERT GOODMAN","2486262992","MSRECompliance@mshapirorealestate.com",42.5836611,-84.8060258
"476","1201777","Issued",2027-10-01,NA,"MAPLE KNOLL MHP HOLDINGS LLC","1716 E LANSING ROAD, CHARLOTTE MI 48813","48813","1800 W WARNER AVE, CHICAGO, IL 60613","EATON","3127228018","50","07/02/2020","JARED FALCONER","3127228018","jfalconer76@gmail.com",42.5855194,-84.8022908
"477","1201874","Issued",2027-10-01,NA,"MCM MI BUTTERNUT LLC","801 PACKARD HIGHWAY, CHARLOTTE MI 48813","48813","10455 RIVERSIDE DRIVE, STE. 210, PALM BEACH GARDENS, FL 33401","EATON","5172047411","40","09/27/2021","AMIN KHOURY","2622157111","kcreager@mcmhomes.us",42.582226,-84.8202
"478","1202029","Issued",2027-10-01,"WINDSOR ESTATES MHC","CC WINDSOR ESTATES PROPERTY LLC","6661 N CANAL ROAD, DIMONDALE MI 48821","48821","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034","EATON","5176466813","470","06/22/2023","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com",NA,NA
"479","1201662","Issued",2027-10-01,NA,"FSI CAPITAL CROSSINGS PROPERTY LLC","13531 DECLARATION COURT, EAGLE MI 48822","48822","5050 S SYRACUSE, STE. 1200, DENVER, CO 80237","CLINTON","5176261166","278","06/07/2019","JOSH SONNE","2487783200","legal@yescommunities.com",42.818832,-84.7896506
"480","1201067","Issued",2027-10-01,"OAK ISLAND VILLAGE MOBILE HOME PARK","OAK ISLAND VILLAGE MOBILE HOME PARK LLC","16430 PARK LK RD, EAST LANSING MI 48823","48823","27777 FRANKLIN RD STE 200, SOUTHFIELD, MI 48034","CLINTON","No Phone","250","04/27/1988","JOHN B MCLAREN","5173391414",NA,NA,NA
"481","1201235","Issued",2027-10-01,"FALCON POINTE","FP INVESTORS LLC","555 QUARTERHORSE RD., EAST LANSING, MI 48823","48823","4426 FERNLEE AVE, ROYAL OAK, MI 48073","CLINTON","248-237-4305","18","01/08/2001","STEVEN G FRIEDMAN","248-539-9333","STEVE.FRIEDMAN@DPGLAND.COM",42.7814406,-84.4923209
"482","1201550","Issued",2027-10-01,"DUTCH HILLS","YES DUTCH HILLS LLC","16400 UPTON ROAD, EAST LANSING MI 48823","48823","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","CLINTON","5173399559","278","07/20/2018","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com",NA,NA
"483","1201896","Issued",2027-10-01,NA,"CEDAR HILL VILLAGE LLC","11211 NICKPLATE ROAD, PEWAMO MI 48823","48823","851 N STATE ROAD, BELDING, MI 48809","IONIA","6168897662","13","12/21/2021","LLOYD W REED","6168897662","homesbyhomerun@gmail.com",NA,NA
"484","1201851","Issued",2027-10-01,NA,"CC CEDAR RIVER PROPERTY LLC","400 CEDAR RIVER DRIVER, FOWLERVILLE MI 48826","48826","PO BOX 7008, BLOOMFIELD HILLS, MI 48302","LIVINGSTON","5172238500","119","07/08/2021","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com",NA,NA
"485","1201875","Issued",2027-10-01,NA,"MCM MI EATON PINES LLC","458 EATON PINES BLVD, EATON RAPIDS MI 48827","48827","10455 RIVERSIDE DRIVE, STE. 210, PALM BEACH GARDENS, FL 33410","EATON","5176632772","148","10/07/2021","AMIN KHOURY","2622157111","kcreager@mcmhomes.us",42.501734,-84.6631847
"486","1202067","Issued",2027-10-01,NA,"EDMORE MHC LLC","525 GILSON STREET, EDMORE MI 48829","48829","7130 PLEASANT VALLEY ROAD, SHEPHERD, MI 48883","MONTCALM","9893176892","18","11/16/2023","GAYLON KOUTZ","9893176892","gaylon@fivestarcloser.com",43.4071859,-85.0388058
"487","1201526","Issued",2027-10-01,"MERLINO'S TIMBER COUNTRY MOBILE HOME PARK","MERLINO'S INVESTMENTS LLC","10401 W MONROE RD, ELWELL MI 48832","48832","5843 FAIRBORN DR, CANTON, MI 48187","GRATIOT","9898338088","32","02/20/2018","EUGENE L MERLINO III","7342073631","joannmerlino@gmail.com",NA,NA
"488","1200247","Issued",2027-10-01,"ALANS PARK","RICHARD VAN GILDER","3575 NICHOLSON RD, FOWLERVILLE, MI 48836","48836","PO BOX 649, FOWLERVILLE, MI 48836","LIVINGSTON","5175213412","199","03/20/1979","RICHARD VAN GILDER","5175213412","rvg6189@gmail.com",NA,NA
"489","1201079","Issued",2027-10-01,NA,"GRANDSHIRE ESTATES","851 WILLOW ST, FOWLERVILLE, MI 48836","48836","2265 LIVERNOIS STE 500, TROY, MI 48083","LIVINGSTON","2483624150","151","11/18/1988","KAMAL SHOUHAYIB","2483624150",NA,42.649876,-84.0761727
"490","1200341","Issued",2027-10-01,"COUNTRY VILLAGE MOBILE HOME ESTATES","HELMUT K UNGER","7781 WEST GRAND RIVER, GRAND LEDGE, MI 48837","48837","219 BARTON DR, ANN ARBOR, MI 48105","CLINTON","5176272391","75","03/28/1979","HELMUT K UNGER","5176272391",NA,NA,NA
"491","1200359","Issued",2027-10-01,NA,"GRAND OAKS VILLAGE LLC","817 NORTH CLINTON, GRAND LEDGE, MI 48837","48837","126 PUTNAM STREET, WILLIAMSTON, MI 48895","EATON","No Phone","168","03/28/1979","GARY L THEIS","5173478605","SALLYTHEISCPA@SBCGLOBAL.NET",42.760764,-84.7398297
"492","1202044","Issued",2027-10-01,"GRAND LEDGE RAVINES MHC","CC GRAND LEDGE RAVINES PROPERTY LLC","855 W JEFFERSON STREET, GRAND LEDGE MI 48837","48837","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034","EATON","5176277793","219","08/24/2023","JEFFREY DAVIDSON","No Phone","jdavidson@cambiomhc.com",42.755316,-84.7586871
"493","1201735","Expired",2024-10-01,NA,"CREEKVIEW MHP LLC","400 N WALNUT, GREENVILLE MI 48838","48838","9645 MEADOWLARK CT, FREELAND, MI 48623","MONTCALM","9896008258","84","02/27/2020","DAVID REID","9546478602","REIDCOMMUNITIES@YAHOO.COM",43.184636,-85.241593
